OMIE - Mercado de electricidad;;;;;;
Fecha Emisión :05/03/2026 - 14:47;;;;;;LISTADO DE UNIDADES OFERTANTES VIGENTES
;;;;;;
CEVD462;FV LUCAINENA;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD463;FV. RETAMALA;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD464;FV. RINCON;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD465;FV. VALDEFUENTES 1;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD466;FV. VALDEFUENTES 2;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD467;FV. CRUZ;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD468;FV. CUBILLAS;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD469;FV. VALMOJADO;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD470;FV. VALDEYEGUAS;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD471;FV. ZORITA;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD472;FV. COLON;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD473;FV. PALOMARES;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD475;FV. NUMANCIA SOLAR 1;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD476;FV. LAS ROZAS SOLAR;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD477;C.H. ARROYO POZOS;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
CEVD478;BIOARTIGAS;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica Renovable
CEVD479;C.H. CAMPOSOLILLO;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
CEVD480;C.H. BOCANA DEL CASAR;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
CEVD481;C.H. CERRATO;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
CEVD482;C.H. GORGOL;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
CEVD483;C.H. LA ISLA;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
CEVD484;BIOMERUELO;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica Renovable
CEVD485;C.H. PAMSA;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
CEVD486;FV. BOLARQUE1;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD487;FV. BOLARQUE2;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD488;FV. BOLARQUE3;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD489;FV. ALMOGUERA1;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD490;FV JALÓN I;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD491;FV NAVARROS II;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD492;FV MÁS DE GIL;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD493;FV. NAVARROS I;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD494;FV. MYRTEA1;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD495;FV SOCOVOS 2;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD496;FV. NEOSOL;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD497;FV. PUCELAS;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD498;FV. YESERAS;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD499;P.E. PLASENCIA;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Eólica
CEVD500;FV. ARCO 8;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD501;FV. VALDECARRETAS;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD502;FV. GUADAJOZ HIVE;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CEVD503;FV. VILLAMAÑÁN;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CILCOR;C. I. DE LA CORUÑA;REPSOL FUELS SA;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
CLIDV02;FV OURIKA;CLIDOMER UNIPESSOAL LDA;100;GENERACION;ZONA PORTUGUESA;RE Tarifa CUR (uof)
CLIVD01;UNIDAD OFERTA TARIFA;HOLALUZ-CLIDOM SA;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CLIVD05;FOTOVOLTAICA TIPO 10;HOLALUZ-CLIDOM SA;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CLIVD08;SEAT - COGENERACION;HOLALUZ-CLIDOM SA;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
CLIVD48;CLIVD48;HOLALUZ-CLIDOM SA;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CLIVD49;CLIVD49;HOLALUZ-CLIDOM SA;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CLIVD50;CLIVD50;HOLALUZ-CLIDOM SA;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CLIVD54;CLIVD54;HOLALUZ-CLIDOM SA;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CLIVD58;CLIVD58;HOLALUZ-CLIDOM SA;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CLIVD65;CLIVD65;HOLALUZ-CLIDOM SA;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CLIVD73;CLIVD73;HOLALUZ-CLIDOM SA;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CLIVD74;CLIVD74;HOLALUZ-CLIDOM SA;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CLIVD75;CLIVD75;HOLALUZ-CLIDOM SA;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CNCRE01;VENTA EXCEDENTES FV;CONECTA2 ENERGIA SL;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CNCRE02;FV MAYOR1MW;CONECTA2 ENERGIA SL;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
COF1;C.N. COFRENTES;IBERDROLA ENERGÍA ESPAÑA S..A.;100;GENERACION;ZONA ESPAÑOLA;Nuclear
COGEVD3;VENTA AE VD1;ENERGY BY COGEN;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
COGEVD4;VENTA AE COGENERACION;ENERGY BY COGEN;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
COGEVD5;VENTA AE COGENERACION 3;ENERGY BY COGEN;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
COGEVD6;VENTA AE COGENERACION 4;ENERGY BY COGEN;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
COGEVD7;VENTA AE COGENERACION 5;ENERGY BY COGEN;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
COGEVD8;VENTA AE COGENERACION;ENERGY BY COGEN;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
COGVD10;VENTA AE COGENERACION 10;ENERGY BY COGEN;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
COGVD11;VENTA AE COGENERACION 11;ENERGY BY COGEN;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
COGVD12;VENTA AE COGENERACION 12;ENERGY BY COGEN;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
COGVD13;VENTA AE COGENERACION 13;ENERGY BY COGEN;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
COGVD14;VENTA AE COGENERACION 14;ENERGY BY COGEN;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
COGVD15;VENTA AE COGENERACION 15;ENERGY BY COGEN;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
COGVD16;VENTA AE COGENERACION 16;ENERGY BY COGEN;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
COGVD17;VENTA AE COGENERACION 17;ENERGY BY COGEN;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
COGVD18;VENTA AE COGENERACION 18;ENERGY BY COGEN;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
COGVD19;VENTA AE COGENERACION 19;ENERGY BY COGEN;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica Renovable
COGVD20;VENTA AE COGENERACION 20;ENERGY BY COGEN;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
COGVD21;VENTA AE COGENERACION 21;ENERGY BY COGEN;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
COGVD22;VENTA AE COGENERACION 22;ENERGY BY COGEN;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
COGVD24;VENTA AE COGENERACION 24;ENERGY BY COGEN;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
COGVD25;VENTA AE COGENERACION 25;ENERGY BY COGEN;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
COG75RR;COG75RR;REPSOL SERVICIOS RENOVABLES, S.A.;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
COL4;C.C. COLÓN 4;ENDESA GENERACIÓN, S.A.;100;GENERACION;ZONA ESPAÑOLA;Ciclo Combinado
CTGN1;C.C. CARTAGENA 1;GAS NATURAL COMERCIALIZADORA;100;GENERACION;ZONA ESPAÑOLA;Ciclo Combinado
CTGN2;C.C. CARTAGENA 2;GAS NATURAL COMERCIALIZADORA;100;GENERACION;ZONA ESPAÑOLA;Ciclo Combinado
CTGN3;C.C. CARTAGENA 3;GAS NATURAL COMERCIALIZADORA;100;GENERACION;ZONA ESPAÑOLA;Ciclo Combinado
CTJON1R;CC. CASTEJON1 REPR;TOTALENERGIES GAS AND POWER LIMITED;100;GENERACION;ZONA ESPAÑOLA;Ciclo Combinado
CTJON2;C.C. CASTEJÓN 2;IBERDROLA ENERGÍA ESPAÑA S..A.;100;GENERACION;ZONA ESPAÑOLA;Ciclo Combinado
CTJON3R;CC CASTEJON 3 REPR;TOTALENERGIES GAS AND POWER LIMITED;100;GENERACION;ZONA ESPAÑOLA;Ciclo Combinado
CTNJUC2;UGH CASTELNOU;ENGIE CASTELNOU;100;GENERACION;ZONA ESPAÑOLA;Hidráulica Generación
CTNU;C.C. CASTELNOU;ENGIE CASTELNOU;100;GENERACION;ZONA ESPAÑOLA;Ciclo Combinado
CTN3;C.C. CASTELLÓN 3;IBERDROLA ENERGÍA ESPAÑA S..A.;100;GENERACION;ZONA ESPAÑOLA;Ciclo Combinado
CTN4;C.C. CASTELLÓN 4;IBERDROLA ENERGÍA ESPAÑA S..A.;100;GENERACION;ZONA ESPAÑOLA;Ciclo Combinado
CYEVD01;UOF REPR FV TAR CON DESVIO 1;CYE ENERGIA S.L.;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
CYEVD05;UOF REPR FV TAR SUP 1MW;CYE ENERGIA S.L.;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
DETCRE1;DETISA COM VENTA REG. ESPECIAL;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD03;VENTA PRODUCTOR DETIC;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD10;DETVD10;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD17;DETVD17;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD19;DETVD19;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD25;DETVD25;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD27;DETVD27;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD29;DETVD29;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica Renovable
DETVD30;DETVD30;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD34;DETVD34;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
DETVD35;DETVD35;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
DETVD36;DETVD36;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
DETVD37;DETVD37;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
DETVD38;DETVD38;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD42;DETVD42;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD43;DETVD43;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD44;DETVD44;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD46;DETVD46;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD47;DETVD47;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD48;DETVD48;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD49;DETVD49;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD51;DETVD51;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica Renovable
DETVD53;DETVD53;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD54;DETVD54;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD55;DETVD55;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD57;DETVD57;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD58;DETVD58;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD65;DETVD65;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
DETVD66;DETVD66;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
DETVD68;DETVD68;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD70;DETVD70;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
DETVD71;DETVD71;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
DETVD72;DETVD72;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
DETVD73;DETVD73;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
DETVD74;DETVD74;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
DETVD75;DETVD75;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
DETVD76;DETVD76;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
DETVD77;DETVD77;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
DETVD78;DETVD78;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
DETVD79;DETVD79;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
DETVD80;DETVD80;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
DETVD81;DETVD81;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
DETVD82;DETVD82;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
DETVD83;DETVD83;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
DETVD84;DETVD84;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Hidráulica
DETVD85;DETVD85;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Eólica
DETVD86;DETVD86;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DETVD87;DETVD87;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DOUSUP;DOURO INTERNACIONAL;MOVHERA - HIDROELÉTRICAS DO NORTE SA;100;GENERACION;ZONA PORTUGUESA;Hidráulica Generación
DREVD01;UO RD 413/2014;FOENER ENERGÍA, S.L.;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
DREVD02;UO RD 413/2014 SUP 1MW;FOENER ENERGÍA, S.L.;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
DREVD05;VENTA CLIMASTER;FOENER ENERGÍA, S.L.;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
DREVD06;VENTA ZARZA SOLAR;FOENER ENERGÍA, S.L.;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
DREVD07;VENTA FV PILAR DE LA HORADADA;FOENER ENERGÍA, S.L.;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
DREVD08;VENTA FV BANYERES 1600;FOENER ENERGÍA, S.L.;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
DREVD09;VENTA FV BELINCHON;FOENER ENERGÍA, S.L.;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
DREVD11;VENTA FV CHINESTRA;FOENER ENERGÍA, S.L.;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
DREVD12;VENTA FV VILANOVA II;FOENER ENERGÍA, S.L.;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
DREVD13;VENTA FV MAS DE CATALA;FOENER ENERGÍA, S.L.;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
DREVD14;VENTA FV ALMANSA I;FOENER ENERGÍA, S.L.;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
DREVD15;VENTA FV ALMANSA II;FOENER ENERGÍA, S.L.;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
DREVD16;VENTA FV CONSELL;FOENER ENERGÍA, S.L.;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
DREVD18;VENTA FV TOBOSO I;FOENER ENERGÍA, S.L.;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
DREVD19;VENTA FV MARCHAL;FOENER ENERGÍA, S.L.;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
DREVD20;VENTA FV HORCAJO;FOENER ENERGÍA, S.L.;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
DREVD21;VENTA FV TERVALIS;FOENER ENERGÍA, S.L.;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
DREVD22;VENTA FV BENEIXAMA;FOENER ENERGÍA, S.L.;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Solar Fotovoltáica
DTVD001;DTVD001;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD002;DTVD002;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD003;DTVD003;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD004;DTVD004;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD005;DTVD005;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD006;DTVD006;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD007;DTVD007;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD008;DTVD008;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD009;DTVD009;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD010;DTVD010;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD011;DTVD011;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD012;DTVD012;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD013;DTVD013;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD014;DTVD014;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD015;DTVD015;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD016;DTVD016;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD017;DTVD017;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD018;DTVD018;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD019;DTVD019;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD020;DTVD020;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD021;DTVD021;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD023;DTVD023;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD024;DTVD024;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD025;DTVD025;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD027;DTVD027;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
DTVD028;DTVD028;MOEVE GAS AND POWER, S.A.U;100;GENERACION;ZONA ESPAÑOLA;RE Mercado Térmica no Renovab.
