CODIGO;TIPO_UNIDAD;TECNOLOGIA;regime;categoria;DESCRIPCION;AGENTE_PROPIETARIO;ZONA_FRONTERA
ESCCC1X;CONSUMIDOR DIRECTO;Consumo de productores;CONSUMO;CONS_PRODUTOR_ES;GDF SUEZ ESCOMBRERAS 1 AUX;ENGIE CARTAGENA S.L;ZONA ESPAÑOLA
ESCCC2X;CONSUMIDOR DIRECTO;Consumo de productores;CONSUMO;CONS_PRODUTOR_ES;GDF SUEZ ESCOMBRERAS 2 AUX;ENGIE CARTAGENA S.L;ZONA ESPAÑOLA
ESCCC3X;CONSUMIDOR DIRECTO;Consumo de productores;CONSUMO;CONS_PRODUTOR_ES;GDF SUEZ ESCOMBRERAS 3 AUX;ENGIE CARTAGENA S.L;ZONA ESPAÑOLA
EUCDR01;CONSUMIDOR DIRECTO;Compras Cons. Directo Balance;CONSUMO;CONS_DIRECTO_ES;COMPRA CD BALANCE;WIND TO MARKET, S.A.;ZONA ESPAÑOLA
EXISC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;EXIS COMPONENTS S.L.;EXIS COMPONENTS S.L.;ZONA ESPAÑOLA
EXPC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;EXPOCENTER;EXPO CENTER BMC, SL;ZONA ESPAÑOLA
FLAMC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;FLAMAGAS LLINARS SLU;FLAMAGAS LLINARS SLU;ZONA ESPAÑOLA
FLECC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;HORNO;LA FLECA DE L EMPORDA S.A.;ZONA ESPAÑOLA
GEMRC01;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;UO REGANOSA;GESTION DE ENERGÍA Y MERCADOS, S.L.;ZONA ESPAÑOLA
GMEEC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;COMPRA CONSUMIDOR DIRECTO;GARCIA-MUNTE ENERGIA SL;ZONA ESPAÑOLA
GRAFC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;GRAFICAS VARIAS S.A.;GRAFICAS VARIAS S.A.;ZONA ESPAÑOLA
GUISC02;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;GUIS CONSUMIDOR DIRECTO;CORPORACIÓN ALIMENTARIA GUISSONA, S.A.;ZONA ESPAÑOLA
GUISR01;CONSUMIDOR DIRECTO;Compras Cons. Directo Balance;CONSUMO;CONS_DIRECTO_ES;GUISSONA SRAD;CORPORACIÓN ALIMENTARIA GUISSONA, S.A.;ZONA ESPAÑOLA
HAPOC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;HAPOC01;HARINAS POLO S.A;ZONA ESPAÑOLA
HCGCOX;CONSUMIDOR DIRECTO;Consumo de productores;CONSUMO;CONS_PRODUTOR_ES;COMPRA SSAA PARA PARQUES EOLIC;EDP ESPAÑA, S.A.U. (GENERACIÓN);ZONA ESPAÑOLA
HILAC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;S.A. HILADOS EGARFIL;S.A. HILADOS EGARFIL;ZONA ESPAÑOLA
IBGESX;CONSUMIDOR DIRECTO;Consumo de productores;CONSUMO;CONS_PRODUTOR_ES;IBGES CONSUMO SERV AUXILIARES;IBERDROLA ENERGÍA ESPAÑA S..A.;ZONA ESPAÑOLA
ISEOC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;ISEOC01;ISEO ENERGÍA;ZONA ESPAÑOLA
JOIRC01;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC01;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC02;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC02;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC03;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC03;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC04;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC04;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC05;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC05;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC06;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC06;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC07;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC07;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC08;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC08;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC09;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC09;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC11;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC11;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC12;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC12;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC13;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC13;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC14;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC14;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC15;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC15;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC16;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC16;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC18;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC18;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC19;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC19;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC20;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC20;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC21;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC21;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC22;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC22;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC23;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC23;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC24;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC24;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC25;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC25;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC26;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC26;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC27;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC27;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC28;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;JOIRC28;ENERJOIN S.L.;ZONA ESPAÑOLA
JOIRC30;CONSUMIDOR DIRECTO;Compras Cons. Directo Balance;CONSUMO;CONS_DIRECTO_ES;JOIRC30;ENERJOIN S.L.;ZONA ESPAÑOLA
LOBOC01;CONSUMIDOR DIRECTO;Rep. de consumidores directos;CONSUMO;CONS_DIRECTO_ES;ALMENDRA Y MIEL S.A;ALMENDRA Y MIEL S.A;ZONA ESPAÑOLA
MANUC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;PRODUCCIONES JOSE MANUBENS;PRODUCCIONES JOSE MANUBENS SA;ZONA ESPAÑOLA
MATAC01;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;PIZARRAS MATACOUTA COMPRA;PIZARRAS MATACOUTA S.A;ZONA ESPAÑOLA
MELRC01;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;BERNA TEXTIL;HISPANO TEX S.A.U.;ZONA ESPAÑOLA
MELUC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;FABRICAS COMPAÑIA;HISPANO TEX S.A.U.;ZONA ESPAÑOLA
MERC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;FABRICA MEROLTEX;MEROLTEX SL;ZONA ESPAÑOLA
MOIAC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;MATADERO;ESCORXADOR COMARCAL DEL MOIANES S.A.;ZONA ESPAÑOLA
MUESC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;MUESTRARIOS;MUESTRARIOS IBERIA SL;ZONA ESPAÑOLA
NUFRR01;CONSUMIDOR DIRECTO;Compras Cons. Directo Balance;CONSUMO;CONS_DIRECTO_ES;NUFRI SAT RAD;ENERGIA NUFRI SLU;ZONA ESPAÑOLA
OLLEC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;FRANCISCO OLLER S.A.;FRANCISCO OLLER S.A.;ZONA ESPAÑOLA
ONDC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;ONDARE UNIVERSIDAD;ONDARE UNIVERSIDAD SLU;ZONA ESPAÑOLA
PUIC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;TEXTIL PUIG UBACH SA;TEXTIL PUIG UBACH SA;ZONA ESPAÑOLA
PVENT2X;CONSUMIDOR DIRECTO;Compras Consumos Auxiliares;CONSUMO;CONS_AUXILIARES_ES;AUTOCONSUMO PLANA DEL VENT2;ALPIQ ENERGÍA ESPAÑA, S.A.U.;ZONA ESPAÑOLA
RECRC08;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;PIENSOS DARUZ;REPRESENTANTES DE CONSUMIDORES EN EL MERCADO ELECT;ZONA ESPAÑOLA
RECRC09;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;FORESTA TERRENOS;REPRESENTANTES DE CONSUMIDORES EN EL MERCADO ELECT;ZONA ESPAÑOLA
RECRC11;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;ALUMASA;REPRESENTANTES DE CONSUMIDORES EN EL MERCADO ELECT;ZONA ESPAÑOLA
RECRC14;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;MINAS DE ALCANTARA;REPRESENTANTES DE CONSUMIDORES EN EL MERCADO ELECT;ZONA ESPAÑOLA
RECRC16;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;CASAT;REPRESENTANTES DE CONSUMIDORES EN EL MERCADO ELECT;ZONA ESPAÑOLA
RECRC17;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;COPRADO;REPRESENTANTES DE CONSUMIDORES EN EL MERCADO ELECT;ZONA ESPAÑOLA
RECRC19;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;SERVIO EXTREMEÑO DE SALUD;REPRESENTANTES DE CONSUMIDORES EN EL MERCADO ELECT;ZONA ESPAÑOLA
RECRC21;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;MAFRESA;REPRESENTANTES DE CONSUMIDORES EN EL MERCADO ELECT;ZONA ESPAÑOLA
RECRC22;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;DIPUTACION DE BADAJOZ;REPRESENTANTES DE CONSUMIDORES EN EL MERCADO ELECT;ZONA ESPAÑOLA
RECRC28;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;GAVIPLAS;REPRESENTANTES DE CONSUMIDORES EN EL MERCADO ELECT;ZONA ESPAÑOLA
REPEC01;CONSUMIDOR DIRECTO;Rep. de consumidores directos;CONSUMO;CONS_DIRECTO_ES;REPSOL PETROLEO;REPSOL FUELS SA;ZONA ESPAÑOLA
REPRC01;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;REPRC01;REPSOL FUELS SA;ZONA ESPAÑOLA
REPRC02;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;RPRC02-RPSQC01;REPSOL FUELS SA;ZONA ESPAÑOLA
RIVAC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;UNIDAD DE PROGRAMACION RIVAS;AYUNTAMIENTO DE RIVAS-VACIAMADRID;ZONA ESPAÑOLA
SBC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;SASKI BASKONIA;SASKI BASKONIA SAD;ZONA ESPAÑOLA
SEDAC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;FABRICA ENRIQUE;UNITEX S.A.;ZONA ESPAÑOLA
SESAUX;CONSUMIDOR DIRECTO;Consumo de productores;CONSUMO;CONS_PRODUTOR_ES;UNIDAD CONSUMOS AUXILIARES;SHELL ESPAÑA;ZONA ESPAÑOLA
SHEENX;CONSUMIDOR DIRECTO;Consumo de productores;CONSUMO;CONS_PRODUTOR_ES;UNIDAD CONSUMOS AUXILIARES;SHELL ENERGY EUROPE LIMITED;ZONA ESPAÑOLA
SILOC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;HOTEL SILOS - BURGOS;HOTEL SANTO DOMINGO S.L.;ZONA ESPAÑOLA
SNIAC01;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;SNIACE S.A;SNIACE S.A;ZONA ESPAÑOLA
SOCRC05;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;CC.RR. CANAL DE ESTREMERA;INGENIA SOCIIS INGENIERIA Y PROYECTOS ENERGETICOS;ZONA ESPAÑOLA
SOCRC06;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;SAT 2903 SAN PEDRO;INGENIA SOCIIS INGENIERIA Y PROYECTOS ENERGETICOS;ZONA ESPAÑOLA
SOCRC08;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;BALEIKE;INGENIA SOCIIS INGENIERIA Y PROYECTOS ENERGETICOS;ZONA ESPAÑOLA
SOCRC10;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;MACEB;INGENIA SOCIIS INGENIERIA Y PROYECTOS ENERGETICOS;ZONA ESPAÑOLA
SOCRC13;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;IBSUS ALSASUA;INGENIA SOCIIS INGENIERIA Y PROYECTOS ENERGETICOS;ZONA ESPAÑOLA
SOCRC14;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;IBSUS NULES;INGENIA SOCIIS INGENIERIA Y PROYECTOS ENERGETICOS;ZONA ESPAÑOLA
SOCRC15;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;CHURRUCA;INGENIA SOCIIS INGENIERIA Y PROYECTOS ENERGETICOS;ZONA ESPAÑOLA
SOCRC18;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;IMPERIO;INGENIA SOCIIS INGENIERIA Y PROYECTOS ENERGETICOS;ZONA ESPAÑOLA
SPINC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;SPINREACT SAU;SPINREACT SAU;ZONA ESPAÑOLA
TEVIC01;CONSUMIDOR DIRECTO;Rep. de consumidores directos;CONSUMO;CONS_DIRECTO_ES;TVITEC;TVITEC SYSTEM GLASS S.L;ZONA ESPAÑOLA
TEV2C01;CONSUMIDOR DIRECTO;Rep. de consumidores directos;CONSUMO;CONS_DIRECTO_ES;TEVI;TVITEC SYSTEM GLASS S.L;ZONA ESPAÑOLA
TEXZR01;CONSUMIDOR DIRECTO;Compras Cons. Directo Balance;CONSUMO;CONS_DIRECTO_ES;TEXOR SRAD;TEXTIL A ORTIZ SAU;ZONA ESPAÑOLA
TGBSC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;TGB S.A.;TGB S.A.;ZONA ESPAÑOLA
TLCRC01;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;TLCOR CONSUMO DIRECTO;TELECOR;ZONA ESPAÑOLA
TORTE01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;TORTOSA ENERGIA COMPRA;TORTOSA ENERGIA (ACTIVIDAD: CLIENTE CUALIFICADO);ZONA ESPAÑOLA
TRARC01;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;COMPRAENERTRADB;TRADEBE GESTION ESPAÑA SL;ZONA ESPAÑOLA
URBRC02;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;UNIDAD DE PROGRAMACION CD URBE;SISTEMAS URBANOS DE ENERGIAS RENOVABLES S.L;ZONA ESPAÑOLA
VALOC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;TEXTIL VALOR;TEXTIL VALOR S.L.;ZONA ESPAÑOLA
VALRC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;VALERO FORN TRADICIONAL;VALERO FORN TRADICIONAL SL;ZONA ESPAÑOLA
VGERC02;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;REPC01;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VIOLC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;VINAOLIVA SDAD COOP;VIÑAOLIVA S.COOP.;ZONA ESPAÑOLA
VISC01;CONSUMIDOR DIRECTO;Compras Consumo Directo;CONSUMO;CONS_DIRECTO_ES;VISCOCEL S.L.U;VISCOCEL S.L.U;ZONA ESPAÑOLA
WMARCAX;CONSUMIDOR DIRECTO;Consumo de productores;CONSUMO;CONS_PRODUTOR_ES;CONSUMO SERVICIOS AUXILIARES;WIND TO MARKET;ZONA ESPAÑOLA
ZEREC01;CONSUMIDOR DIRECTO;Consumidor directo;CONSUMO;CONS_DIRECTO_ES;ZEREP CARBONICAS Y AGUAS;ZEREP CARBONICAS Y AGUAS S.A;ZONA ESPAÑOLA
ACBFRAE;CONTRATO INTERNACIONAL;nan;CONTRATO_INT;CONTRATO_INT;UP ACCION COOD. FRAN-ESP;RED ELECTRICA DE ESPAÑA, S.A.U.;FRONTERA FRANCIA
ACBFRAI;CONTRATO INTERNACIONAL;nan;CONTRATO_INT;CONTRATO_INT;UP. ACCION COORD. ESP-FRAN;RED ELECTRICA DE ESPAÑA, S.A.U.;FRONTERA FRANCIA
ACBPORE;CONTRATO INTERNACIONAL;nan;CONTRATO_INT;CONTRATO_INT;ACCION COORD. BALANCE PORT EXP;RED ELECTRICA DE ESPAÑA, S.A.U.;ZONA ESPAÑOLA
ACBPORI;CONTRATO INTERNACIONAL;nan;CONTRATO_INT;CONTRATO_INT;ACCION COORD. BALANCE PORT IMP;RED ELECTRICA DE ESPAÑA, S.A.U.;ZONA ESPAÑOLA
APOANDE;CONTRATO INTERNACIONAL;nan;CONTRATO_INT;CONTRATO_INT;EXPORTACIÓN APOYO A ANDORRA;RED ELECTRICA DE ESPAÑA, S.A.U.;ZONA ESPAÑOLA
APOANDI;CONTRATO INTERNACIONAL;nan;CONTRATO_INT;CONTRATO_INT;IMPORTACIÓN APOYO POR ANDORRA;RED ELECTRICA DE ESPAÑA, S.A.U.;ZONA ESPAÑOLA
APOFRAE;CONTRATO INTERNACIONAL;nan;CONTRATO_INT;CONTRATO_INT;EXPORTACION APOYO A FRANCIA;RED ELECTRICA DE ESPAÑA, S.A.U.;ZONA ESPAÑOLA
APOFRAI;CONTRATO INTERNACIONAL;nan;CONTRATO_INT;CONTRATO_INT;IMPORTACION APOYO POR FRANCIA;RED ELECTRICA DE ESPAÑA, S.A.U.;ZONA ESPAÑOLA
APOMARE;CONTRATO INTERNACIONAL;nan;CONTRATO_INT;CONTRATO_INT;EXPORTACION APOYO A MARRUECOS;RED ELECTRICA DE ESPAÑA, S.A.U.;ZONA ESPAÑOLA
APOMARI;CONTRATO INTERNACIONAL;nan;CONTRATO_INT;CONTRATO_INT;IMPORTACION APOYO POR MARRUECO;RED ELECTRICA DE ESPAÑA, S.A.U.;ZONA ESPAÑOLA
APOPORE;CONTRATO INTERNACIONAL;nan;CONTRATO_INT;CONTRATO_INT;EXPORTACION APOYO A PORTUGAL;RED ELECTRICA DE ESPAÑA, S.A.U.;ZONA ESPAÑOLA
APOPORI;CONTRATO INTERNACIONAL;nan;CONTRATO_INT;CONTRATO_INT;IMPORTACION APOYO POR PORTUGAL;RED ELECTRICA DE ESPAÑA, S.A.U.;ZONA ESPAÑOLA
BALFRAE;CONTRATO INTERNACIONAL;nan;CONTRATO_INT;CONTRATO_INT;BALFRAE;RED ELECTRICA DE ESPAÑA, S.A.U.;ZONA ESPAÑOLA
BALFRAI;CONTRATO INTERNACIONAL;nan;CONTRATO_INT;CONTRATO_INT;BALFRAI;RED ELECTRICA DE ESPAÑA, S.A.U.;ZONA ESPAÑOLA
BALPORE;CONTRATO INTERNACIONAL;nan;CONTRATO_INT;CONTRATO_INT;BALPORE;RED ELECTRICA DE ESPAÑA, S.A.U.;ZONA ESPAÑOLA
BALPORI;CONTRATO INTERNACIONAL;nan;CONTRATO_INT;CONTRATO_INT;BALPORI;RED ELECTRICA DE ESPAÑA, S.A.U.;ZONA ESPAÑOLA
