CODIGO;TIPO_UNIDAD;TECNOLOGIA;regime;categoria;DESCRIPCION;AGENTE_PROPIETARIO;ZONA_FRONTERA
TOTRE05;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;LA CARRASCOSA;TOTALENERGIES GAS AND POWER LIMITED;ZONA ESPAÑOLA
TOTRE06;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;LA NORIA;TOTALENERGIES GAS AND POWER LIMITED;ZONA ESPAÑOLA
TOTRE07;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;PILASTRA SOLAR;TOTALENERGIES GAS AND POWER LIMITED;ZONA ESPAÑOLA
TOTRE08;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;POSTIGO SOLAR;TOTALENERGIES GAS AND POWER LIMITED;ZONA ESPAÑOLA
TOTRE09;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;LOS VALIENTES I;TOTALENERGIES GAS AND POWER LIMITED;ZONA ESPAÑOLA
TOTRE10;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;LOS VALIENTES II;TOTALENERGIES GAS AND POWER LIMITED;ZONA ESPAÑOLA
TOTRE11;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;PFV DNR;TOTALENERGIES GAS AND POWER LIMITED;ZONA ESPAÑOLA
TOTRE12;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;LAS CAROLINAS III;TOTALENERGIES GAS AND POWER LIMITED;ZONA ESPAÑOLA
TOTRE13;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;LAS CAROLINAS 4;TOTALENERGIES GAS AND POWER LIMITED;ZONA ESPAÑOLA
TRARE01;GENERACION;RE Mercado Térmica Renovable;PRE;TERMICA_RENOV_ES;VENTABIOGAS;TRADEBE GESTION ESPAÑA SL;ZONA ESPAÑOLA
TRIRE01;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;GUASCOR;SECOND FOUNDATION TRADING AG;ZONA ESPAÑOLA
TRIRE02;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;CATRAL 1;SECOND FOUNDATION TRADING AG;ZONA ESPAÑOLA
TRIRE03;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;SOLGENERA;SECOND FOUNDATION TRADING AG;ZONA ESPAÑOLA
TRIRE04;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;MAS FUSTE;SECOND FOUNDATION TRADING AG;ZONA ESPAÑOLA
TRIRE05;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;CATRAL2;SECOND FOUNDATION TRADING AG;ZONA ESPAÑOLA
TRIRE06;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UF MAS FUSTE2;SECOND FOUNDATION TRADING AG;ZONA ESPAÑOLA
TRIRE07;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;UF ALBATERA;SECOND FOUNDATION TRADING AG;ZONA ESPAÑOLA
TRL1;GENERACION;Nuclear;PRO;NUCLEAR_ES;C.N. TRILLO;IBERENERGIA,S.A.;ZONA ESPAÑOLA
TRL1;GENERACION;Nuclear;PRO;NUCLEAR_ES;C.N. TRILLO;GAS NATURAL COMERCIALIZADORA;ZONA ESPAÑOLA
TRL1;GENERACION;Nuclear;PRO;NUCLEAR_ES;C.N. TRILLO;IBERDROLA ENERGÍA ESPAÑA S..A.;ZONA ESPAÑOLA
TRL1;GENERACION;Nuclear;PRO;NUCLEAR_ES;C.N. TRILLO;ENDESA GENERACIÓN, S.A.;ZONA ESPAÑOLA
TSRDV02;GENERACION;RE Tarifa CUR (uof);PRE;EOLICA_PT;TSRDV02;ENGELHART CTP RENEWABLES GMBH;ZONA PORTUGUESA
TSRRE01;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;GESTION DE INFRAESTRUCTURAS;ENGELHART CTP RENEWABLES GMBH;ZONA ESPAÑOLA
UFBG;GENERACION;Hidráulica de Bombeo Puro;PRO;BOMBEO_PURO_PRO_ES;C.H. BOLARQUE GENERACION;GAS NATURAL COMERCIALIZADORA;ZONA ESPAÑOLA
UFGC;GENERACION;Hidráulica Generación;PRO;HIDRICA_PRO_ES;UGH. UF-GALICIA COSTA;GAS NATURAL COMERCIALIZADORA;ZONA ESPAÑOLA
UFMI;GENERACION;Hidráulica Generación;PRO;HIDRICA_PRO_ES;UGH. UF-MIÑO;GAS NATURAL COMERCIALIZADORA;ZONA ESPAÑOLA
UFTA;GENERACION;Hidráulica Generación;PRO;HIDRICA_PRO_ES;UGH. UF-TAJO;GAS NATURAL COMERCIALIZADORA;ZONA ESPAÑOLA
ULEA;GENERACION;Hidráulica Generación;PRO;HIDRICA_PRO_ES;ULEA;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
UPACAV;GENERACION;Almacenamiento Venta;PRE;ARMAZENAMENTO_VENDA_ES;UOF ACADIEMS VENTA;IGNIS ENERGIA S.L.;ZONA ESPAÑOLA
UPPTCHA;GENERACION;Hidráulica Generación;PRO;HIDRICA_PRO_ES;UPPTCHA;HIDROELÉCTRICA LUMYMEY;ZONA ESPAÑOLA
UPPTDIS;GENERACION;Hidráulica Generación;PRO;HIDRICA_PRO_ES;UPPTDIS;HIDROELÉCTRICA LUMYMEY;ZONA ESPAÑOLA
UPXENV;GENERACION;Almacenamiento Venta;PRE;ARMAZENAMENTO_VENDA_ES;UPXENV;GNERA ENERGIA Y TECNOLOGIA;ZONA ESPAÑOLA
VAN2;GENERACION;Nuclear;PRO;NUCLEAR_ES;C.N. VANDELLOS II;ENDESA GENERACIÓN, S.A.;ZONA ESPAÑOLA
VAN2;GENERACION;Nuclear;PRO;NUCLEAR_ES;C.N. VANDELLOS II;IBERDROLA ENERGÍA ESPAÑA S..A.;ZONA ESPAÑOLA
VGERE08;GENERACION;RE Mercado Hidráulica;PRE;HIDRICA_ES;HNSMER;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE12;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VGERE12;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE13;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VGERE13;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE17;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VGERE17;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE18;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VGERE18;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE33;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VGERE33;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE34;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;VGERE34;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE35;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;VGERE35;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE39;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VGERE39;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE42;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;LA SERNA;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE43;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;KAPPAG;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE44;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;SIGMA;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE45;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;POLUX;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE46;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;GALLEGO;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE47;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;EARTIG;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE48;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VGERE48;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE49;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VGERE49;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE50;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;EL TOMILLAR;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE51;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VGERE51;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE52;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;ECERRAT;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE53;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;FTRI;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE54;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VGERE54;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE55;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VGERE55;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE56;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;VGERE56;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE57;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VGERE57;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE60;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VGERE60;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE61;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VGERE61;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE62;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VGERE62;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE63;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VGERE63;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE64;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VGERE64;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE65;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;VGERE65;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VGERE66;GENERACION;Híbrida Renovable;PRE;HIBRIDA_RENOV_ES;VGERE66 EREPSOH;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VIERE01;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;SOLMATCH;REPSOL COMERCIALIZADORA DE ELECTRICIDAD Y GAS SLU;ZONA ESPAÑOLA
VIES;GENERACION;Hidráulica Generación;PRO;HIDRICA_PRO_ES;UGH. VIESGO;REPSOL SERVICIOS RENOVABLES, S.A.;ZONA ESPAÑOLA
VIRRE01;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;REPRESENTACION FOTOVOLTAICA;SOCIEDAD ARAGONESA DE COMERCIALIZACIÓN DE ENERGÍA;ZONA ESPAÑOLA
VIRRE02;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;REPRESENTACION FOTOVOLTAICA 2;SOCIEDAD ARAGONESA DE COMERCIALIZACIÓN DE ENERGÍA;ZONA ESPAÑOLA
VISRE19;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;VISALIA LOGIFASHION SOLAR;VISALIA ENERGIA SLU;ZONA ESPAÑOLA
VISRE20;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;VISALIA ENERVALL MERCED;VISALIA ENERGIA SLU;ZONA ESPAÑOLA
VISRE22;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;VISALIA FV OLIVARES;VISALIA ENERGIA SLU;ZONA ESPAÑOLA
VISRE23;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;VISALIA FV TORRECILLA;VISALIA ENERGIA SLU;ZONA ESPAÑOLA
VTERE01;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;REPRESENTACION FV;VITA ENERGY CONSULTING SL;ZONA ESPAÑOLA
VTERE02;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;REPRESENTACION FV >1;VITA ENERGY CONSULTING SL;ZONA ESPAÑOLA
WATRE02;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;WATIUM FOTOVOLTAICA 01;VISALIA ENERGIA SLU;ZONA ESPAÑOLA
WATRE03;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;WATIUM FOTOVOLTAICA 13 ROELES;VISALIA ENERGIA SLU;ZONA ESPAÑOLA
WATRE04;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;WATIUM FV BEAVIER PHOTO POWER;VISALIA ENERGIA SLU;ZONA ESPAÑOLA
WATRE05;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;WATIUM FOTOVOLTAICA AGUASAL;VISALIA ENERGIA SLU;ZONA ESPAÑOLA
WATRE06;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;WATIUM FV PÍO CÁMARA BURGOS;VISALIA ENERGIA SLU;ZONA ESPAÑOLA
WATRE07;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;WATIUM FV RODERO ENERGÍA;VISALIA ENERGIA SLU;ZONA ESPAÑOLA
WATRE12;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;PIO CAMARA EL VISO;VISALIA ENERGIA SLU;ZONA ESPAÑOLA
WATRE13;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;BARCO DE LOS FRAILES I;VISALIA ENERGIA SLU;ZONA ESPAÑOLA
WATRE14;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;WATIUM FV VILLAHERMOSA;VISALIA ENERGIA SLU;ZONA ESPAÑOLA
WATRE15;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;FV BURRIANA 2;VISALIA ENERGIA SLU;ZONA ESPAÑOLA
WATRE16;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;FV LA MOCHA;VISALIA ENERGIA SLU;ZONA ESPAÑOLA
WATRE17;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;WATIUM FV 13 ROELES NORTE;VISALIA ENERGIA SLU;ZONA ESPAÑOLA
WATRE18;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;WATIUM PSF TARRAGÓN;VISALIA ENERGIA SLU;ZONA ESPAÑOLA
WMARVD1;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;VENTA EXCED AUTOPROD WMARK VD1;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMCHVNR;GENERACION;Hidráulica Generación;PRO;HIDRICA_PRO_ES;W2M REGIMEN ORDINARIO CHAVIN;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMEBRO;GENERACION;Hidráulica Generación;PRO;HIDRICA_PRO_ES;W2M REGIMER ORDINARIO EBRO;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMGRDZR;GENERACION;Hidráulica Generación;PRO;HIDRICA_PRO_ES;W2M REGIMEN ORDINARIO GERDIZ;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMJUCA;GENERACION;Hidráulica Generación;PRO;HIDRICA_PRO_ES;W2M REGIMEN ORDINARIO JUCAR;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMPGOMR;GENERACION;Hidráulica Generación;PRO;HIDRICA_PRO_ES;WM REGIMEN ORDINARIO PIAGO MAR;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMTRCDR;GENERACION;Hidráulica Generación;PRO;HIDRICA_PRO_ES;WM REGIMEN ORDINARIO TRONCEDA;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMTRC2R;GENERACION;Hidráulica Generación;PRO;HIDRICA_PRO_ES;WM REGIMEN ORDINARIO TRONCEDA2;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD007;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VENTA EXCED AUTOPROD WMARK 007;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD014;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VENTA EXCED AUTOPROD WMARK 014;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD034;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VENTA EXCED AUTOPROD WMARK 034;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD043;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VENTA EXCED AUTOPROD WMARK 043;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD050;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VENTA EXCED AUTOPROD WMARK 050;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD087;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VTA EXCED AUTOPROD. WMARK 087;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD088;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VENTA EXCED AUTOPROD WMARK 088;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD090;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VENTA EXCED AUTOPROD WMARK 090;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD101;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VENTA EXCED AUTOPROD WMARK 101;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD114;GENERACION;RE Mercado Térmica Renovable;PRE;TERMICA_RENOV_ES;VENTA EXCED AUTOPROD WMARK 114;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD117;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VENTA EXCED AUTOPROD WMARK 117;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD124;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VENTA EXCED AUTOPROD WMARK 124;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD127;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VENTA EXCED AUTOPROD WMARK 127;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD131;GENERACION;RE Mercado Hidráulica;PRE;HIDRICA_ES;VENTA EXCED AUTOPROD WMARK 131;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD144;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VENTA EXCED AUTOPROD WMARK 144;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD145;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VENTA EXCED AUTOPROD WMARK 145;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD146;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VENTA EXCED AUTOPROD WMARK146;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD147;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VENTA EXCED AUTOPROD WMARK 147;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD150;GENERACION;RE Mercado Hidráulica;PRE;HIDRICA_ES;VENTA EXCED AUTOPROD WMARK 150;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD155;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;VENTA EXCED AUTOPROD WMARK 155;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD165;GENERACION;RE Mercado Hidráulica;PRE;HIDRICA_ES;VENTA EXCED AUTOPROD WMARK 165;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD168;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VENTA EXCED AUTOPROD WMARK 168;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD169;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VENTA EXCED AUTOPROD WMARK 169;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD170;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VENTA EXCED AUTOPROD WMARK 170;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD171;GENERACION;RE Mercado Térmica Renovable;PRE;TERMICA_RENOV_ES;VENTA EXCED AUTOPROD WMARK 171;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD172;GENERACION;RE Mercado Térmica Renovable;PRE;TERMICA_RENOV_ES;VENTA EXCED AUTOPROD WMARK 172;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD173;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VENTA EXCED AUTOPROD WMARK 173;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD177;GENERACION;RE Mercado Hidráulica;PRE;HIDRICA_ES;VENTA EXCED AUTOPROD WMARK 177;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD180;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VENTA EXCED AUTOPROD WMARK 180;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD181;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VENTA EXCED AUTOPROD WMARK 181;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD183;GENERACION;RE Mercado Hidráulica;PRE;HIDRICA_ES;VENTA EXCED AUTOPROD WMARK 183;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD184;GENERACION;RE Mercado Hidráulica;PRE;HIDRICA_ES;VENTA EXCED AUTOPROD WMARK 184;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD185;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VENTA EXCED AUTOPROD WMARK 185;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD186;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VENTA EXCED AUTOPROD WMARK 186;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD187;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VENTA EXCED AUTOPROD WMARK 187;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD188;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VENTA EXCED AUTOPROD WMARK 188;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD189;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VENTA EXCED AUTOPROD WMARK 189;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD194;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VENTA EXCED AUTOPROD WMARK 194;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD204;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VENTA EXCED AUTOPROD WMARK 204;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD205;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VENTA EXCED AUTOPROD WMARK 205;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD206;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;VENTA EXCED AUTOPROD WMARK 206;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD207;GENERACION;RE Mercado Eólica;PRE;EOLICA_ES;VENTA EXCED AUTOPROD WMARK 207;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD208;GENERACION;RE Mercado Térmica no Renovab.;PRE;TERMICA_NREN_ES;VENTA EXCED AUTOPROD WMARK 208;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD209;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;ERE FREGENAL DE LA SIERRA;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD210;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;VENTA EXCED AUTOPROD WMARK 210;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
WMVD211;GENERACION;RE Mercado Solar Fotovoltáica;PRE;SOLAR_FOT_ES;VENTA EXCED AUTOPROD WMARK 211;WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE);ZONA ESPAÑOLA
